1,3387270.0594236813,5015714.592843367,-35.796835384571224
2,3675357.153204958,5318205.20563189,-91.58600350049511
3,3565996.9709057026,5157177.990538163,-83.83712859053863
4,3499329.242098518,5254285.345582351,-10.144581147292072
5,3278009.3202212183,5453783.236963047,-39.357094034041005
6,3277997.260168101,5124646.114574437,-99.08029483833704
7,3229041.8060840997,5205191.461517815,-89.85284571339679
8,3633088.0728874677,5377775.569271524,-33.64982308919441
9,3500557.505871604,5114399.082745811,-99.49384161537813
10,3554036.288898023,5038489.954914397,-83.91919485825014
11,3210292.2471479014,5144875.726456884,-45.12662106334139
12,3684954.926080997,5080610.643627002,-30.810480230730676
13,3616221.320400211,5464848.826171286,-34.803874049739946
14,3306169.555339138,5404060.189782209,-77.57306905394402
15,3290912.48360355,5316701.878255212,-28.782077865246407
16,3291702.254926717,5435730.295093859,-76.27509125031999
17,3352121.121479769,5401836.0384495575,-67.46003018407322
18,3462378.2158161188,5093285.029443018,-25.350859488197585
19,3415972.5093210577,5446279.499244989,-35.036710095278536
20,3345614.570099021,5269671.120957825,-15.077658950582205
21,3505926.44736119,5403720.0775820315,-34.238710769965664
22,3269746.930326021,5448045.649961746,-43.169139666452836
23,3346072.324267609,5159001.737485932,-90.63252321719075
24,3383180.921646846,5055025.962263838,-63.22841969405665
25,3428034.992108518,5113967.58127097,-73.47976323182746
26,3592587.980696507,5213553.894313128,-75.60103566209165
27,3299836.89107918,5409007.382961246,-2.698944524755447
28,3457117.219206806,5430365.291628172,-60.69022753332396
29,3496207.284431021,5003476.065265595,-10.79534448228867
30,3223225.206359999,5255373.651288783,-36.88613740027371
31,3503772.425950719,5208705.50157439,-20.518869645835153
32,3285262.0618436458,5111053.905235365,-49.73629068948079
33,3232525.79649264,5059932.683666841,-42.30961153736409
34,3674442.7686266666,5168807.585701814,-50.74823061811361
35,3682816.01653728,5471454.851956259,-80.47570122019555
36,3604198.6740582306,5161601.466010378,-27.754788473849473
37,3352306.8845866853,5259395.310871683,-71.92276375591442
38,3248836.057003192,5351509.479447589,-97.56840335685462
39,3542116.5132560786,5181814.801189647,-35.45277040928322
40,3420076.2468698006,5485891.041360481,-82.2889320592951
41,3261019.1174223893,5481223.647471055,-5.954141564708564
42,3447588.455055635,5125891.147912682,-4.60714229974127
43,3217194.260557609,5248624.252946192,-8.513560977955152
44,3654660.201039391,5150439.154908385,-62.98412997445556
45,3329389.9908000086,5142420.247188734,-98.45433834711326
46,3531261.142176991,5018443.473677266,-7.168143741227468
47,3355855.5380447055,5304782.166989949,-57.18158516826857
48,3460034.0105889053,5251339.511614431,-3.334518095633044
49,3473355.13967164,5025739.375624995,-3.638002291074713
50,3292427.2277627634,5139323.232118306,-14.699054453263997
51,3684792.313882279,5454132.9429833265,-70.55511079304144
52,3587566.4116805573,5119780.945333486,-61.49022713980747
53,3669749.4707820946,5072447.436045611,-14.88633284831431
54,3647413.6752138245,5244726.380138782,-68.30779948437223
55,3498949.9894055426,5492825.2270553,-83.05072533139075
56,3660937.1175115583,5121027.63575575,-44.31987375416499
57,3244246.25102596,5336067.773702939,-6.384522583921907
58,3297991.4312095726,5380809.807664359,-30.397020332502706
59,3222613.644455269,5118818.7719962,-42.9938829910635
60,3362665.1653816323,5364108.17430593,-90.28235062292315
61,3394338.644844741,5183891.566359627,-38.499277330083025
62,3335674.515886948,5316152.915296789,-0.9946149895736767
63,3614368.7545759645,5316764.855380448,-85.9915984763476
64,3378376.6633467944,5267887.342037379,-48.167034763626326
65,3340467.2548436904,5045144.885027204,-12.26269280720446
66,3471348.041579124,5417651.247794619,-25.92313822457956
67,3270462.1124873813,5160390.032485868,-30.298425900473205
68,3601098.49037702,5093259.255199927,-29.75159160128908
69,3237275.3218398853,5020387.570777382,-64.05088487802448
70,3693443.4683002587,5295446.471594121,-70.64081557355067
71,3586122.3846483286,5338782.180921141,-19.063884452148642
72,3299357.840767086,5008293.914463928,-18.988660532081923
73,3202761.058561801,5256046.52914964,-13.292768141989626
74,3607730.714227417,5113247.887598969,-8.675944744352876
75,3553428.6719238088,5322586.395204725,-48.86576011390622
76,3564503.5840204936,5087183.214502496,-49.84837053128004
77,3585635.173342973,5345468.869051233,-20.170482103322485
78,3237022.325867045,5193367.673150268,-35.00360692222348
79,3379232.8642721362,5468364.994368367,-29.80331227422967
80,3257934.5297625647,5068760.472072996,-20.420733056389892
81,3631551.712937797,5170533.175525129,-10.999465818243365
82,3511649.063413779,5056736.760620294,-66.20048431484642
83,3365449.0124263247,5462346.8091392815,-62.4417047360056
84,3231779.175143012,5438669.676690491,-90.6018060159131
85,3355491.160857831,5128970.813857578,-42.1719859003826
86,3362591.6610133736,5329992.02301709,-96.40577262032579
87,3564803.089169032,5408611.100100608,-53.44019818675398
88,3518778.7356776064,5277600.405799732,-45.73553652924234
89,3643606.371288163,5264825.289178004,-71.34587478717157
90,3436107.4625809747,5120926.145450226,-40.91667394309893
91,3259797.122969151,5046551.383902949,-96.94997500609506
92,3556622.3936114972,5448607.878976664,-96.26518112507856
93,3580392.5243084487,5450209.028581665,-17.739943934034173
94,3480638.598784748,5316550.728636634,-63.980935858873714
95,3585483.5899772802,5169514.89552435,-87.29394873481152
96,3446897.7981821955,5174604.78730633,-47.775673994519565
97,3461366.414690997,5362977.83943512,-23.000644690138913
98,3413770.509179275,5448555.129976288,-78.41789725031569
99,3212709.5633720476,5443543.212132558,-37.71095241809997
100,3253945.7134966524,5389937.772928812,-91.4652535006232
